Word,Meaning
لغړتوب,nakedness
لغړتيا,nakedness
لغړول,"make naked, rob, roll"
لغړېدل,"become naked, become bared, roll"
لغمان,a province of Afghanistan
لکڼه,"walking staff, walking stick"
لکۍ,tail
لگ لگ,crane
لگاوو,"lavish, wasteful, prodigal, extravagant"
لگښت,"cost, expense, charge, expenditure"
لگن,basin
لگول,"burn, lit, kindle, spend, fit, connect"
لگېدل,"burn, be kindled, be lit, be spent, be hit"
لگيا,"busy, engaged"
لمبر,number
لمرتندره,"solar eclipse, eclipse of the sun"
لمرڅرک,"sunrise, sunup"
لمرگلى,sunflower
لمرنى,solar
لمسى,grandchild
لندبل,"moisture, humidity"
لندن,London
لنډپارى,"egoistic, selfish"
لنډه هر,"restless, erratic, unsettled, stupid person"
لنډى,"short, concise"
لنگ,loincloth
لنگر,"alms-house, anchor"
لنگوټى,turban
لنگور,"daughter in law, wife of one's son"
لنگون,"childbirth, delivery, parturition"
لنگېدل,"give birth to, deliver, give birth, bear children"
لنگى,"pillar, column"
له کومه,"whence, where from"
له يوه مخه,"entirely, without exception"
لوټېدل,"be looted, be plundered"
لوڅ تيا,"nakedness, nudeness, bareness, state of being uncovered"
لوڅتوب,"nakedness, nudeness, bareness, state of being uncovered"
لوڅوالى,"nakedness, nudeness, bareness, state of being uncovered"
لوڅول,"lay open, uncover, expose, lay bare"
لوڅېدل,become bare
لوخړه,"dense smoke, dust"
لوده,"cretinous, mentally deficient, featherbrained, imbecilic, foolish, silly, stupid,"
لورېينه,"good intention, honorable aim, good faith, honest intention"
لوړوالى,"altitude, height"
لوړېدل,"rise, go up, run high"
لوگر,a province of Afghanistan
لوگرى,"harvester, harvestman"
لوگى,smoke
لولپه,"completely burned, sad, griefstricken"
لومد,"damp, wet, moist, humid"
لومه,"trap, snare"
لوندخيشت,soaked
لوندوالى,"damp, dampness, moisture, wetness"
لونگ,clove
لونگۍ,a silk or cotton turban
لونگين,a necklace of clove
لوى,"adult, mature, full grown, grownup, big, large, enormous, immense, huge"
لويوالى,"size, bigness, largeness, bulk, volume, mass, extent, range"
لېټۍ,"a kind of porridge, porridge"
لېربون,"sheepherder, shepherd"
لېرينه,shepherdess
لېسه,lycee
لېښل,"migrate, lick"
لېور,brother-in-law (husband's brother)
لېونى کول,"drive crazy, madden, enrage, infuriate, drive one mad"
لېونى کېدل,"go crazy, become insane, go mad"
لياړې,"saliva, spittle"
ژبپوهاند,luncheon
ژبغړاند,"noon, midday"
ژبغړاندی,ADAM'S APPLE
ژبکۍ,ADAM'S APPLE
ژرترژره,humble
ژرګه,"1. poverty, 2. toil"
ژرندګړی,to grumble
ژړاند,a singer
ژړنګه,"1. to extend, to stretch 2. to lay"
ژړه غونی,a blackish small bird having long thin legs and living in swamps
ژړی,"to sip, to gulp"
ژړی تبه,"to twist, to spin, to fold, to plait"
ژلی,1. to play a musical instrument 2. to sound out
ژمی,voiced (letters)
ژڼکی,"to talk, to speak"
ژڼی,"to talk, to speak"
ژوروالی,"usurpation, extortion"
ژورېدل,"to usurp, to extort"
ژوندی,cartilaginous
ژوی,"theft, robbery"
ساپي,"wrong, false"
ساتندوی,wheat flour
ساتنګي,bread (made of wheat flour)
ساتېری,"1. thick, dense, concentrated, inspissated 2. coarse, rude"
ساټ باټ,"enemy, grief,"
ساچمه,"enemy, grief,"
ساخته کاره,"compassionate, sympathizer"
سادين,woeful
سارايي چرګ,"bunch, bud"
ساری,regiment
ساړه تاوده,a wheat field
ساعت جوړونکی,nasal pronounciation
ساغرۍ,"rich, wealthy,"
ساقي,spider
ساګزي,to thresh
سال,to be threshed
سالو,"cowherd, cowboy"
سالوېډور,stout
سامۍ,bud
سان,"stable, barn"
سانتي متر,deep
سانچه,"a pit, hole"
ساندي,to deepen
سانسکريت,"to throw, to cause to fall, to knock over"
ساڼ,to be cut
ساهو,"deliberation, careful consideration 2. attention, inquiry, notice, redress of grievances"
سباناری,unripe or sour grapes and other fruits
سبحان,"to throw, to cause to fall, to knock over"
سبحان الله,to fall down
سبزي,1. cotton-pod 2. cocoon
سبزيکار,a pack (of thorns or firewood that can be carried on the back of a person)
سبوس,flame
سبوڼی,"flatterer, shrewd"
سپ,"1. to spread, to open"
سپاخه,"to be oiled, to be greased, to become rich (food)"
سپانځه,"to understand, to come to know, to be informed"
سپانده,"request (written), application, requisition"
سپرخی,udder
سپرلی,"cheat, cheater, deceiver, tricky"
سپرلۍ,"to be cheated, to be deceived, to be misled"
سپږن,"to shrink, to wrinkle, to contract"
سپکاوی,"1. round 2. gathered, all"
سپلنی,mumps
سپمی,"hill, hillock, knoll, mound"
سپمېدل,to get together
سپڼسين,a person talking through nose
سپڼسی,to talk through the nose
سپڼېدل,"hustle and bustle, stampede (oxen)"
سپوتنيک,a cow in heat
سپوخته,"ox, bullock"
سپوخڅه,"absence, default"
سپورټي,"occult, supernatural, heavenly"
سپوره,"1. withouth 2. non-, im-, in-, un-, ab-"
سپوڼی,"informal, unofficial"
سپيازه,unconscious
سپياکه,"unnatural, abnormal"
سپين بګړی,indirect
سپين پايڅه,"zeal, courage, manliness"
سپين چک,courageous
مينه دار,"1.grazing, 2,rope and a piece o-------------------"
ميه,"singleness, loneliness, salitude"
مېټ,splashing
مېچه,a long luft of hair
مېخانيک,"alone, single, lonely"
مېرزا,sput
مېرګي,dripping
مېرګيانی,"1.bat, 2,an old piece of lether,3, piece of bread stuck to the oven"
مېري,patches of snow left on the ground to wards the end of winter
مېزری,"1.basket, 2, kernel,3, absorbent"
مېزګوټی,"1.to eat a small amount of , 2, to become erected (ears)"
مېړنی,"to entrap, to ensnare, entagle"
مېړه مخی,dripping
مېږتون,"chaff, bran, husks (of grain)"
مېږک مار,to drink
مېږکۍ,to taste
مېږه تون,"1.a small, mat, 2, bat"
مېږی,taste
مېږېمه,"1.to smoke 2, to push, to pull, to move, to drag"
مېښ کټی,"1.basket, 2, kernel,3, absorbent"
مېښبه,"1.to eat a small amount of , 2, to become erected (ears)"
مېوه باب,"side , beside"
مېوه پېژندنه,"1.face, 2, picture"
مېوه دالۍ,"entirety, totality"
مېوه فروش,"to study, to do research"
مېوه کار,"research, study"
مېوه لرونکی,researcher
نااتر,"quick, fast, swift, rapid, prompt"
ناازمويلی,a kind of Pashto folksong
نااېسيا,"to quicken, to accelerate"
نابلد(ه),the (first) four caliphs of Islam.
نابوم,"quarter, one fourth"
ناپړانده,trick.
ناپړيته,"treatment, dealing, getting along."
ناپېژندونکی,chance.
ناپېژندوی,"crack, spilt, explosion, burst."
ناتکی,teapot.
ناثر,"printing house, press"
ناجوړی,"environment, surrounding"
ناچار(ه),knife.
ناخونې,see (چختاړ)
نادار(ه),see (چختاړ)
نادودي,see (چورت)
نارړه,see (ښرمښکۍ)
نارګيل,1. Shat.2. Ditch.
ناري,a horse with a white spot on the forehead.
ناری,hashish.
نازوکړی,chirping.
نازولی,sparrow.
نازي,cock.
ناړګوره,hearth.
ناړۍ,a ditch.
ناس,see (چيری)
ناسفت,crosseyed.
ناسکه,a kind of sieve
ناسيال,"deceit, cheating."
ناشپاتي,"1. Livelihood, subsistence, 2. Act of getting along with, association, treatment. 3. Circulation."
ناشلېدونکی,basin (for washing hands).
ناشولټ,"a kind of rice dish, similar to palaw, but white in color, chalaw."
ناشونکی,"1. To drive, to handle, to operate. 2. To carry. 3. To edit. 4. To put in circulation."
ناشونی,"1. Driver, operator. 2. Carrier. 3. Editor."
ناغښتلی,see (چلباز)
ناغېړی,see (چل)
نافه,1. The hand. 2. Clasp. 3. a small tambourine.
ناګاره,worm.
ناګهان,1. Hop scotch. 2. Hopping on one foot.
نالبکی,"sparrow, (domestic)."
نالګی,"curved, thin."
نالوستی,a plot of land equal to about acres.
نالي,see (چې)
ناليدلی,(interj) used in commanding a horse to go.
نامرﺉی,cast iron.
نامربوط,"1. Thinking, pondering, meditaton. 2. Worrying."
نانغتان,see (چخړه)
نانګه,to stoop.
نانوای,cast iron.
نانی,looting.
ولوړ,Dowry
ولول,"Bend, Turn, Tangle, Coil, Twist"
ولي,"But, Yet, However, Besides, Also, Likewise"
وليشت,"Span, Distance Between The Tip Of The Thumb And The Little Finger"
وليشتيناک,"Dwarf, Pigmy, Precocious Child"
وند,"Dike, Bank Of Earth"
وند ر,Rope
ونډ,"Farm, Land Of A Ward Of A Town, An Estate, Farm"
ونډه,"Share, Lot, Portion"
ونزل,Wash
ونګره,"Pool, Pond, Lake, Small Eservoir Of Water"
وهل,"Strike, Beat, Smite, Hit, Thump, Whack"
وهنه,"Beating, Thrasting, Striking, Hitting, Castigation, Discipline"
وهنه,Strike
وود نه,Weave
وودل,"Weave, Plait, Mat, Braid"
ووده,"Asleep, Sleeping, Fast Asleep, Sound Asleep, Napping"
وورول,"Pour, Drop, Discharge, Shower, Shower Down, Cause To Fall"
ووريدل,"Rain, Drizzle, Drop, Trickle, Fall As Snow / Hail"
ووړ,"Small Minute, Puny, Diminutive, Less, Petty, Undersized"
ووړوالی,"Littleness, Smallness, Minuteness, Diminutiveness, Puniness, Undersize"
وېشلې,"Pancake, A Kind Of Unleavened Bread"
وېلني,"Herb Mint, Peppermint"
ويارول,"Envy, Entertain Jealousy"
وياړ,"Vanity, Vain-Glory, Conceit, Pride, Self-Confidence, Self-Gratulation"
وياړنه,"Exultation, Rejoicing, Triumph, Gratulation, Laughung In One'S Sleeve, Chuckling"
ويتول,"Gape, Make / Cause To Gape, Open Wide"
ويتيدل,"Gape, Yawn, Become Ajar / Gaping"
ويجاړ,"Uncultivated, Desolated, Desolate, Destroyed, Depopulate, Demolished"
ويجاړه,"Uncultivated Land, Waste Of Fallow Land"
ويجاړول,"Depopulate, Desolate"
ويجاړيدل,"Become Desolate, Become Desolate / Depopulated"
ويخ,"Root Of A Tree, Root, Origin, Foundation"
وير,"Grief, Sorrow, Lamentation, Mourning, Beating The Breast"
ويران,"Ruined, Laid Waste, Depopulated, Desolated"
ويراني,"Desolation, Depopulation, Destruction, Desert Place"
ويرانيدل,"Desolated, Become Ruined, Depopulated, Desolated"
ويره,"Fear, Timidity, Fright, Apprehension, Dread, Alarm"
ويره ژلی,"Mourner, Mourner, Lamenter, One Who Beats His Breast"
ويرول,"Frighten, Alarm, Scare"
ويريد نه,Fear
ويريدل,"Be Afraid, Take Alarm"
ويريدل,"Fear, Be Afraid, Apprehend, Take Alarm, Quail, Funk"
ويړ,"Spread, Expanded, Enlarged, Distended, Opened Out, Unrolled"
ويړونه,Expansion
ويړيا,"Gratis, Free, Gratuitous, Free Of Cost, Without Charge"
ويړيد نه,Expansion
ويړيد نه,"Expanding, Unrolling, Dispansion, Spread, Extension"
ويړيدل,"Become Larger, Enlarge, Unroll, Expand, Open, Extend"
ويزار,"Vexed, Angry, Disgusted, Out Of Humour, Displeased"
ويزارول,"Vex, Displease, Disgust, Put Out Of Humour"
ويزاري,"Anger, Bad Humour, Diepleasure, Diegust"
ويزاريدل,"Become Vexed, Become Vexed, Angry, Displeased, Out Of Humour"
ويسا,"Faith, Belief, Trust, Credit, Confidence, Dependence"
ويساک,"The First Solar Month Of The Hindu Year, The First Solar Month Of The Hindu Year -April -May"
ويښ,"Awake, Watchful, Aroused, Vigilant, Active"
ويښته,Hair
ويښته,Hair
ويښول,"Awaken, Arouse, Make Active, Vigilant, Watchful"
ويښونه,Wake
ويښيد نه,Wake
ويښيدل,"Awake, Become Aroused, Be Vigilant, Active, Atchful"
ويشتل,"Throw, Project, Propel, Cast, Lance, Hurl"
ويشتنه,Throw
ويشل,"Divide, Share, Distribite, Portion, Apportion"
ويشله,Kind Of Unleavened Bread
ويل,"Speak, Say, Tell, Talk, Discourse, Declaim"
ويلډنګ,Welding
ويله,"Small Stream, Brook, Rivulet, Small River / Canal"
ويلي والی,"Fusion, Melting, Liquefaction, Thaw, Dissolving, Deliquation"
ويلی,"Melted, Molten, Liquefied, Unfrozen, Melted / Fused By Heat"
وينځنه,Wash
وينځه,"Slave Girl, Handmaid, Female Slave"
وينزل,"Wash, Lave, Clean"
وينزه,"Slave Girl, Handmaid, Female Slave"
وينزويلا,Venezuela
وينول,"Bleed, Let Blood, Take Blood From By Opening A Vein"
وينيدل,"Bleed, Run With Blood, Lose Blood"
ويول,"Gabble, Cause/Make To Chatter, Prate, Gabble, Make Loquacious/ Garrulous"
ي,E
يا,Or
يابو,"Pony, Galloway"
ياد داشت,"Memorandum, Keepsake"
ياد ګار,"Memorial, Valuable Present, Momument, Souvenir, Keepsake, Token"
يادداښت,"Memorandum, Note"
يادول,"Recollect, Call To Mind, Remember, Keep In Mind, Carry In The Memory, Know By Heart"
ياديدل,"Recur, Return To The Recollectioncome To Mind"
يار,"Assistant, Companion, Compade"
ياره,"Female Friend, Sweetheart, Mistress, Paramour"
ياري,"Friendship, Love, Gallantry, Inriguing"
ياغي,"Rebel, Mutineer"
ړې,name of the Pashto letter (ړ)
زابل,a province of Afghanistan
زاره,"cholecyst, gallbladder"
زارېدل,sacrifice oneself
زامن,"plural of (زوی), sons"
زانگل,swing
زانگو,"cradle, baby bed, crib"
زاڼه,crane
زبر دست,"excellent, exquisite, well made, outstanding"
زبرگ,"a holy man, holy, saint"
زبرگه مياشت,seventh month of the lunar year
زده کونکى,"student, schoolboy, schooler, pupil"
زرگر,"goldsmith, silvershmith"
زرگري,goldsmith's trade
زره پوښ,"armored vehicle, protected vehicle"
زرهدار,armored
زري,"gold (color), brocaded"
زرين,"golden, aureate, golden"
زړگى,"heart, diminutive of (زړه)"
زړه سواندى,"empathic, understanding, compassionate, merciful"
زړه نا زړه,"hesitant, indecisive, vacillating, hesitating, wavering"
زغال,"coal, charcoal"
زغستل,"running, act of competing in a race or election"
زکات,poor-rate or alms as prescribed by islam ( similar to tithe)
زگېروى,"groaning, moaning, low sound expressing pain or misery"
زگېروى کول,"groan, utter a low sound of pain or pleasure, moan, sigh"
زلفي,hair
زلمي توب,"youth, young age, adolescence"
زمرد,emerald
زميندار,"landholder, landowner"
زمينه برابرول,"pave the way, potentialize, facilitate"
زنبېل,barrow
زنج,alum
زندۍ,"choked, strangled"
زندۍ کول,"throttle, strangle, choke to death"
زنگ,zang
زنگ کېدل,"rust, become rusty"
زنگ وهل,"ring, make a ringing noise, sound a bell, jingle"
زنگل,swing
زنگول,"swing, sway"
زنگوله,"hawkbell, little bell"
زنگون,knee
زنگېدل,swing
زنې,chins
زهد,"asceticism, abstemiousness"
زهروي,venereal
زوال,"downfall, decline"
زولانه,fetters
زې,the name of the letter (ز)
زېږنتون,"maternity hospital, hospital for pregnant women"
زياتى,"insult, offense, violation, transgression"
زيچ,"crowded, tightly packed"
زيږوالى,"asperity, scabrousness, state of having an uneven surface, coarseness, roughness"
زيږېدنه,"birth, childbirth"
زيږيدل,"being born, birth, coming out into the world, come into the world, see the light of day"
ژامه,jaw
ژب پوه,"linguist, language specialist, linguistics specialist"
ژر تر ژره,"as fast as possible, at full speed, at maximum speed, as soon as possible, at the earliest possible opportunity"
ژرندگړى,"miller, mill operator, mill owner"
ژړغونى,"crybaby, one who tends to cry or complain"
ژوبل,"wounded, injured, hurt"
ژوندى چژگى,hedgehog
ژوندى کول,"return from the dead, resuscitate, revive, raise from the dead, restore to life, bring back to life"
ژوندى کېدل,"come back to life, return from death"
ژې,name of the Pashto letter (ژ)
ژېړى,"icterus, jaundice"
ژى,windsock
سااخستل,"take a break, relax"
سابقه,"antecedent, previous record, priour, the past"
سابندي,asthma
سابه,"vegetables, greens, vegetable"
سارا,"rural area, desert"
ساروان,"cameleer, camel driver"
ساکټ,a sacket (electricity)
ساگ,spinach
سالگره,"birthday, day of birth"
سالگره نيول,celebrate birthday
سالن,"ragout, dishes that go along with a main dish of rice"
سالنډي,asthma
سامي,Semite
سانگه,"spear, lance, javelin"
سايه وان,"parasol, sunshade, umbrella"
سبانارى,"breakfast, first meal of the day, morning meal"
سبر,cypress
سپخول,"unstitch, take out stitches"
سپرغۍ,"spark, sparkle, flicker"
سپرلى,spring
سپرلي,"riding, act of traveling on or in, action of a person or thing which rides"
سپکاوى,"insult, affront, offense, rude remark or action"
سپکوالى,"lightness, ease, effortlessness, facileness"
سپکېدل,"become light, be alleviated, be humiliated, be disgraced"
سپڼسى,"fathom, sewing thread"
سپېدې چاودل,"dawn, become light, become clear"
سپېرکۍ,"lovage, Ajwain"
سپى,dog
سپيتانه,"meanness, ignobility, foulness, hoggishness, piggishness, lousiness, repugnance"
سپين زر,silver
سپين سترگى,"pert, rude, disrespectful, impolite"
ستار,sitar
سترگ وږى,"athirst, eager, avid, desirous, longing"
سترگک,"wint, twinkling"
سترگه,eye
سترنجي,"a light fabric for covering floors, carpet"
ستړې مه شې,"welcome, welcoming, receiving, hail, salutation"
ستړى,"tired, tired out, exhausted"
ستن لگول,"inject, infuse"
ستنجا,washing intimate body parts
ستنيې,"pillar, column"
ستورى,"star, luck"
سټديوم,"stadium, arena"
سجره,"lineage, family tree, genealogical tree, pedigree"
سحرگر,"sorcerer, wizard, magician"
سختگيره,"hard, rigid, severe"
سختول,"make hard, harden"
سخوندر,"bull calf, young bull"
سخي,generous
سدۍ,century
سر په سر,"equal, lying one upon another"
سراچه,"small house, outbuilding"
سراى,"yard, courtyard"
سربادي,"mental aberration, mental defect, mental retardation, flaw of intelligence"
سرپاږى,erysipelas
سرپرېکړى,beheaded
سرترپايه,"allover, throughout"
سرتور,"bare-headed, with one's head exposed, with the head not covered"
سرتېرى,soldier
سرخېل,"leader of a tribe, tribal chief"
سرطبيب,head physician
سرفرازه,"honored, respected, esteemed, held in high regard"
سرکاتب,an official ranking above a clerk
سرگردانه,"wandering, vagrant"
سرگرمي,"amusement, pastime, engagement, occupation"
سرلوړى,"honored, respected, esteemed"
سرمايه گذاري,"input, investment"
سرمعلم,headmaster
سرمنشي,secretary general
سرنوشت,"destiny, fate, fortune, person's lot in life"
سرنيکه,"grandfather, ancestor, progenitor"
سره بانجڼ,tomatoes
سره ددې,"notwithstanding, however, nevertheless"
سروکال,"yearlong, year-round"
سروه,cypress
سروهل,"be head, decapitate, rise (celestial object), (plants) to sprout"
سروېږدى,"pillow, soft cushion"
سږ,"this year, the present year, during this year"
سږمه,nostril
سږنى,this year's
سړه,"cold, cool"
سړوبى,water cooler
سړى,"man, person, human being, husband, male"
سطرنج,chess
سفرخرڅ,"provisions for a jouney, travel costs"
سکاره,"coal, charcoal"
سکرټر,secretary
سکړک,"cornbread, bread made from cornmeal, pone"
سکولل,"sheer, swerve"
سگرېټ,cigarette
سگه,deer
سلگۍ,"sob, weeping"
سمبال,"attired, ready, equipped"
سمدستي,"immediately, instantaneously, instantly"
سمساره,lizard
سمگ,"vault, sepulchre, grave, cavern"
سمنگان,a province of Afghanistan
سناتور,Senate)
سناريو,scenario
سنتي,"circumcision, act of circumcising"
سنجاب,"ermine, squirrel"
سنجاق,pin
سنجاقول,"pin, attach with pins"
سنگر,"battle field, battleground, battle area"
سنگسار,"lapidation, stoning of a person, death by stoning"
سنگسارول,"lapidate, stone, throw stones at, stone to death, put to death by pelting with stones"
سنگين,"solemn, grave, earnest, respectable, reputable"
سنه,"year, a certain year"
سنۍ,"woollen thread, yarn, woven string"
سهولت,"ease, easiness"
سهيل,"south, Canopus"
سوالگر,begger
سوداگر,"marchant, trader, businessman"
سوداگري,"trad, commerce, business"
سودخوړل,take usury
سوربخن,reddish
سورى سورى,"being perforated, being punctured, like a sieve, like a strainer"
سورى کول,"drill, bore a hole, pierce, perforate, make a hole, penetrate"
سورى کېدل,"get drilled, get pierced"
سوړسک,"cornbread, pone"
سوغ,sniffle
سوق الجيشي,strategic
سوکالي,"tranquillity, rest, repose, prosperity"
سوکړک,"cornbread, pone"
سوگت,"stingy, miser, stingy person, frugal person"
سولاغه,"bucket, pail, the eleventh month of the solar year, merman"
سويډن,Sweden
سېر,a unit of weight (7066g)
سېلاوه,"a large knife used as a wapon, sword, saber"
سي,scrapings
سيد,a descendant of the prophet Mohammad
سيستم,system
سيلانى,"tourist, sightseer, visitor"
سيلۍ لگېدل,noise making of wind
سيم,wire
سيمه ايز,"regional, local"
سينگار,"beautification, prettification, act of making pretty, decoration"
سينگارول,"adorn, decorate"
سينگارېدل,"get adonrned, get decorated"
سينما,"cinema, movie, movie theater, cinematheque"
ښاپېرۍ,"fairy, nymph, fay, pixie"
ښارگ,"carotid, the jugular vein"
ښايست,"beauty, prettiness, pulchritude, handsomeness, comeliness, attractiveness, gracefulness, elegance"
ښځتوب,"femininity, womanhood"
ښځنوکى,"effeminate, womanlike, femininely, womanly, in a womanly manner, like a woman"
ښځينه,"womanish, women's, ladie's"
ښخ,"buried, inserted, stuck"
ښکارندوى,"obvious, evident, clear, familiar, well-known, famous, prominent"
ښکلا,"beauty, prettiness, pulchritude, handsomeness, comeliness, attractiveness, gracefulness, elegance"
ښکنځلې,"abuse, rude remarks, invective, abusive words"
ښمر,"use, usefulness, advantage, benefit, profit, utilize"
ښه کېدل,"become well, regain health, heal, recover"
ښه والى,"goodness, kind-heartedness, amiableness, friendliness, amenity, pleasantness"
ښوونځى,school
ښوونکى,"instructor, teacher, educator, preceptor"
ښوى,"slippery, levigate, polished, sheer, sleek"
ښېرا,"curse, evil proclamation, imprecation, damn, damnation"
ښېراکول,"curse, wish evil on someone or something, hex, cast a spell, place a curse upon, imprecate, anathematize, damn, doom, enchant, cast a spell on"
ښېگړه,"welfare, favour, kindness"
ښېگڼه,"welfare, favour, kindness"
ښيښه,glass
ښين,name of Pashto letter ښ
شاباسى,"laudation, praise, tribute, compliments"
شاته,"at the back, towards the back"
شاتوت,"blackberry, black mulberry"
شاځه,gravestone
شاړول,"sterilize, castrate, render unproducive, cause to become barren"
شاړېدل,"become barren, burn arid"
شاعري,"art of peotry, poetry, poesy"
شاکاسه,"a big bowl, bowl"
شاگرد,"student, pupil, apprentice"
شاگردي,apprenticeship
شاگوم,"omen, portent, presage"
شانتې,"like, similar to, such as"
شاهد,"witness, testifier, onlooker, bystander"
شاهدي,"witness, evidence, testimony"
شاهدي ورکول,"bear witness, give testimony, act as a witness in a trial"
شاهکار,"masterpiece, extraordinary work of art, masterwork"
شاهنامه,"epic, long narrative poem, epic poetry"
شاوخوا,"surroundings, neighborhood, around"
شبخون,surprise attack by night
شبکه,network
شبکيه,retina
شبنم,dew
شبو,"the tuberose lily, gillyflower"
شپانه,"sheepherder, shepherd"
شپږڅنډى,"hexagonal, hexagon"
شپنه,shepherdess
شپېشته,"alfalfa, lucern"
شپېلۍ,"flute, reed, pipe"
شپېلۍ وهل,play flute
شترنگ,steering wheel
شټوپ,"stove, oven"
شجره,"lineage, family tree, genealogical tree, pedigree"
شخصيت,personality
شراچول,"cause an argument, causing a bother, start a dispute, causing problems, trouble-making"
شرايط,"conditions, circumstances, stipulation"
شرح کول,"construe, interpret in a particular way, explain"
شرعي,"legal, lawful"
شروع کېدل,"start, begin"
شريان,Artery
شړومبې,buttermilk
شړېدل,"be worn out, be boiled soft"
شړۍ,"blanket, bed covering, a local woollen coat"
شستى,chrysanthemum
شفا,"recovery, cure, health"
شفاموندل,"convalesce, recover, recuperate, get well, restore to health, make well, be cured, become well"
شفق,"gloaming, twilight, fading light of early evening, aurora"
شکوڼ,porcupine
شگلن,"arenaceous, sabuline, sabulose, sandy, sabulous, gritty, grainy"
شگه,"pebble, small stone"
شگوفه,"bud, sprout"
شگوم,"omen, sign, foreboding"
شمزۍ,"spine, backbone"
شمله,"end part of the turban hanging down, the crown of the turban"
شنه لوخړه,"dense, smoke"
شهاب ثاقب,"meteor, shooting-star"
شهرت,"fame, notoriety, renown"
شهزادگۍ,princess
شهۍ,"beloved, darling, mistress"
شوال,tenth month of islamic calender
شوتالو,peach
شوروا,"soup, pottage, broth, consomme, bouillon"
شوگير,"vigilant during the night, sleepless night, night without any sleep, white night"
شوله,soft boiled rice with a small amount of oil
شونډه,"labium, lip"
شېخ,"sheikh, a pious person, a Hindu converted into Islam"
شېرخط,Pitch-and-toss
شېرى,"measles, morbilli"
شېريخ,ice cream
شيدا,"head over heels in love, in love completely"
شيدې,milk
شيربرنج,rice pudding
شيرچاى,milk tea
شيرخوره,"nurseling, nursing baby, infant, suckling"
شيرين,sweet
شيعه,Shiite
صابون,soap
صاحب منصب,army officer
صادرات,exports
صادق,"truthful, honest, loyal, sincere"
صادقانه,"truthfully, sincerely"
صافېدل,be clarified
صحابه,companions of Prophet Mohammad (saww)
صحت موندل,"convalesce, recover, recuperate, get well"
صحرا,"desert, waste, wasteland"
صحرايي,"pertaining to the desert, wild, rural"
صدارت,"premiership, position of the chief official, position of the leader"
صده,"century, period of one hundred years"
صفايي,"cleanness, pureness, purity, modesty, chastity"
صفت کول,"praise, laud, recommend, express admiration, glorify"
صفر,"zero, nil"
صفره,the second month of islamic calender
صکوک,"documents of value, bond"
صلاحيت,authority
صنايع,"arts, industries, figures of speech"
صوات,name of Pashto letter ص
صيغه,"a woman married for a limited period, concubine"
صيهونيت,Zionism
ضايع,"spoiled, lost, vain, waste"
ضبطېدل,"be confiscated, be memorized, be recorded"
ضربه ورکول,"punch, hit, strike, knock, tap, smack, bash, beat"
ضرررسول,"cause damage, injure, cause harm, cause injury"
ضرور,"must, necessarily"
ضرورت,"need, necessity, exigency"
ضرورت لرل,"have need for, necessitate, in need of"
ضروري,"necessary, essential, urgent, indispensable"
ضوات,name of Pashto letter ض
طاوس,peacock
طب,medicine
طبابت,medical profession
طبله,"tabla, percussion instrument composed of small hand drums fixed together (used in India for playing music)"
طبي,"medical, medicinal"
طبيب,"physician, a medical doctor"
طبيله,"stable, barn for horses"
طراوت,freshness
طرفداري کول,"defend, stand up for, advocate"
طعنه,"sarcasm, taunt"
طعنه ورکول,"mock, reproach"
طغيان,"overflow, inundation, revolt, rebellion, outburst"
طلايي,"aureate, golden, made of gold"
طواف,"circumambulation of the Kaaba, going round"
طول البلد,"longitude, meridian"
طوې,name of Pashto letter ط
ظرفيت,"ability, capacity, capability, competence, valency"
ظلمت,"dark, darkness, gloom"
ظوې,name of Pashto letter ظ
عادلانه,"justly, fairly, equitably"
عاري,"naked, nude, despicable, disgraceful, shameful, ignominious, nefarious, nacked"
عبادت کول,"pray, worship"
عبادتځای,"temple, place of worship, fane, house of prayer, house of worship"
عبراني,"Hebrew, hebraic"
عبرت اخستل,learn a lesson from
عجايب,wonders
عجله لرل,bein in hurry
عجم,non-arab
عداوت,"enmity, animosity, resentment, hostility, antagonism, hatred"
عذرکول,"excuse, apologize, serve with"
عرش,"vault of the sky, firmament, heavens, skies"
عرضه,"presentation, offering, supply"
عزرائيل,"Azrael, angel of death"
عزم,"verdict, conclusion, decisiveness, resolution, peremptoriness, assertiveness, firmness"
عزم کول,"decide, resolve"
عشرت,"revelry, the pursuit of pleasure"
عشقي,"pertaining to love, beautiful, pretty, handsome, goodly, good-looking, lovely"
عصباني کېدل,"get furious, get nervous, get angry"
عصبانيت,"anger, fury, nervousness"
عصر,"epoch, period, era"
عصيان,"sin, revolt, rebellion, uprising,"
عطارد,"mercury, quicksilver"
عظيم,"enormous, immense, huge, grand, tremendous"
عفت,"chastity, purity"
عقيم,"sterile, barren, unproductive"
عکس العمل,"reaction, response"
عکس العمل ښودل,"react, respond, act in response to a stimulus, answer, reply"
علاقه داري,"district, region, area, precinct, territory, section of a city"
علاقه نيول,show interest in
علامه گذاري,signaling
علت اومعلول,cause and effect
عليا حضرته,her majesty
عليت,"causality, causation"
عليحده,"separate, disconnected, cut off, detached, disjoined"
عملاء,"applicatory, practically"
عمله,crew
عمليات,"operation, operations, activities"
عمه,paternal aunt
عموميت,"generality, universality"
عنصر,"element, part"
عنقا,phoenix
عورته,"wife, female spouse"
عيال,wife and children
عيان,"apparent, obvious, evident"
عيسوي,D
عيسى,"Jesus Christ, Jesus of Nazareth"
عيش,"debauchery, living in luxury"
