Word,Meaning
هل توجد مطاعم نباتية في هذه المنطقة,are there any vegetarian restaurants around here
هل توجد مطاعم وجبات سريعة في هذه المنطقة,are there any fast food restaurants around here
هل توجد مقاعد شاغرة على الطائرة,are there any seats on the flight
هل توجد هنا صخور أو تيارات قوية,are there reefs or strong currents here
هل توجد هنا صيدلية,is there a pharmacy here
هل تود أن أضعك على قائمة انتظارنا,would you like me to put you on our waiting list
هل تود أن تتذوقه,would you like to taste it
هل تود أن تتناول مشروبا,would you like to go for a drink
هل تود أن تجربه,would you like to try it on
هل تود أن تخرج لتناول وجبة,would you like to go out for a meal
هل تود أن تخرج للتسوق,would you like to go shopping
هل تود أن تذهب في نزهة على الأقدام,would you like to go for a walk
هل تود أن تذهب للرقص,would you like to go dancing
هل تود أن تذهب معي,do you want to come with me
هل تود الانتظار,would you like to wait
هل تود القيام بإيداع,would you like to make a deposit
هل تود القيام بسحب,would you like to make a withdrawal
هل تود ترك رسالة,would you like to leave a message
هل تود تناول شيء,would you care for something to eat
هل تود شرب شيء,would you like something to drink
هل جدول مواعيد هذا الباص هو الجدول الحالي,is this bus schedule current
هل جواز سفري ضروري,is my passport necessary
هل ذلك اسمك,is that your name
هل ذلك باص سريع,is that an express bus
هل ذلك على هذا الجانب,is that on this side
هل ذلك قطار سريع,is that an express train
هل ذلك لقبك,is that your last name
هل راجعت مكتب المفقودات,have you checked the lost and found
هل زرت الولايات المتحدة من قبل,have you ever been to the usa
هل سأحتاج لتخدير موضعي,will i need local anesthesia
هل ستتاح لنا فرصة التقاط بعض الصور,will there be an opportunity to take some photographs
هل ستتصل بي عندما تكون السيارة جاهزة,will you call me when the car is ready
هل ستساعدني في هذه المشكلة,will you help me with this problem
هل ستعدل الطول,will you adjust the length
هل ستعطيني فاتورة مفصلة,will you give me an itemized bill
هل ستقلع هذه الرحلة في موعدها,will this flight leave on time
هل ستكون حرا الليلة,will you be free tonight
هل ستنزل,are you getting off
هل سنجد مكانا لطيفا نذهب إليه,shall we find a nice place to go
هل صيد السمك مسموح به هنا,is fishing allowed here
هل عربة الطعام في مقدمة أم مؤخرة القطار,is the dining car at the front or rear of the train
هل علي إعادة السيارة مملوءة بالوقود,should i return the car with a full tank
هل عندك أطفال,do you have children
هل عندك أقارب آخرين,do you have other relatives
هل عندك أواني نبيذ بلورية,do you have any crystal wine decanters
هل عندك أية أزرار أكمام ذهبية,have you got any gold cufflinks
هل عندك أية أقراط ذهبية,have you got any gold earrings
هل عندك أية عملات ذهبية,have you got any gold coins
هل عندك أية مضادات للتجمد,do you have any antifreeze
هل عندك بطاريات لسماعات أذن,have you got any hearing aid batteries
هل عندك بطاريات لمصباح يدوي,have you got any flashlight batteries
هل عندك بقعة أكثر استواء,do you have a more level spot
هل عندك سيجار جيد كبير,Do you have a good$åá ÚäÏß ÓíÌÇÑ ÌíÏ ßÈíÑ (big cigar?)
هل عندك قراب تبغ جلدي,do you have a leather tobacco pouch
هل عندك كاميرا بمقياس ضوء أوتوماتيكي,have you got a camera with an automatic light meter
هل عندك كونياك أصلي,have you got an original cognac
هل عندك منتجات فضية على ذلك النمط,have you got silverware in that pattern
هل عندك نبيذ محلي,have you got a local wine
هل عندكم ...,Do you have ...
هل عندكم ألعاب سهلة للأطفال,do you have easy games for children
هل عندكم ألعاب ممتعة للأطفال,do you have entertaining games for children
هل عندكم أي شيء أرخص,do you have anything cheaper
هل عندكم أي شيء أصغر,do you have anything smaller
هل عندكم أي شيء أطول,do you have anything longer
هل عندكم أي شيء أغلى,do you have anything more expensive
هل عندكم أي شيء أقصر,do you have anything shorter
هل عندكم أي شيء أكبر,do you have anything larger
هل عندكم أي شيء من نوعية أفضل,do you have anything of better quality
هل عندكم أية إكسسوارات,do you have any trinkets
هل عندكم أية بطاقات معايدة,do you have any greeting cards
هل عندكم أية كتب بالإنجليزية,do you have any books in english
هل عندكم برنامج للعروض الفنية,do you have a program of events
هل عندكم تجهيزات للأطفال,do you have facilities for children
هل عندكم تجهيزات للمعاقين,do you have facilities for disabled people
هل عندكم واحد أرخص,do you have a cheaper one
هل عندكم واحد أصغر,do you have a smaller one
هل عندكم واحد أطول,do you have a longer one
هل عندكم واحد أقصر,do you have a shorter one
هل عندكم واحد أكبر,do you have a larger one
هل عيادتكم تجري اختبار الإيدز بدون ذكر للاسم,does your clinic give anonymous aids tests
هل قررت,did you decide
هل قفل هذا السوار قوي,is the clasp on that bracelet a strong one
هل لديك أي شئ تصرح عنه,do you have anything to declare
هل لديك أية أمتعة تحملها باليد,do you have any carry on baggage
هل لديك بطارية لهذه,do you have a battery for this
هل لديك بطاقة الخصم الخاصة بنا,do you have our discount card
هل لديك تأمين,do you have insurance
هل لديك حجز,do you have a reservation
هل لديك حساسية ضد أية أدوية,are you allergic to any medications
هل لديك قطع غيار,do you have spare parts
هل لديك قطع غيار لهذه,do you have replacement parts for this
هل لديك وصفة طبية,do you have a prescription
هل لديكم ألوان أخرى منه,do you have it in any other colors
هل لديكم أماكن شاغرة,do you have any vacancies
هل لديكم أية أحجية,do you have any puzzles
هل لديكم أية بيوت دمى,do you have any dollhouses
هل لديكم أية دمى تتكلم وتمشي,do you have any dolls that walk and talk
هل لديكم أية كرات بينغ بونغ,do you have any ping pong balls
هل لديكم أية محولات,do you have any transformers
هل لديكم أية نماذج سيارات,do you have any car models
هل لديكم بطاريات,do you have batteries
هل لديكم بطاقة بريدية بها مناظر للبلدة,do you have a postcard with views of the town
هل لديكم تقويم به مناظر للبلدة,do you have a calendar with views of the town
هل لديكم تي شيرت به مناظر للبلدة,do you have a t shirt with views of the town
هل لديكم جوارب قصيرة من الصوف,do you have wool socks
هل لديكم جوارب قصيرة من القطن,do you have cotton socks
هل لديكم جوارب قصيرة من النايلون,do you have nylon socks
هل لديكم سترة تناسب هذا البنطلون,do you have a jacket to match these pants
هل لديكم شيئ للأكل أيضا,do you also have something to eat
هل لديكم صور للمناظر الطبيعية لهذه المنطقة,do you have any pictures with scenes of this area
هل لديكم طاولة بجوار النافذة,do you have a table by the window
هل لديكم غرفة تطل على البحر,do you have a room overlooking the sea
هل لديكم غرفة لشخص واحد,do you have a room for one person
هل لديكم فيلم ملون,do you have a color film
هل لديكم كتيب عن الجولات والنزهات,do you have a brochure describing tours and excursions
هل لديكم ملصق به مناظر للبلدة,do you have a poster with views of the town
هل لديكم هنا مركز للياقة البدنية,do you have a fitness center here
هل لديكم واحد بحجم أصغر,do you have ones of a smaller size
هل لديكم واحد بحجم أكبر,do you have ones of a bigger size
هل لديكم واحد بنوعية أفضل,do you have one of better quality
هل لديكم واحد مثل هذا,do you have one like this
هل لك أن,would
هل لك أن تخبرنا من فضلك ما المتاحف الموجودة هنا,would you please tell me what museums there are here
هل لك أن تخبرنا من فضلك ما المسارح الموجودة هنا,would you please tell me what theaters there are here
هل لك أن تخبرنا من فضلك ما المعارض الموجودة هنا,would you please tell me what exhibitions there are here
هل لك أن تخبرنا من فضلك ما المعالم السياحية الموجودة هنا,would you please tell me what sights there are here
هل لك أن تدلني من فضلك على مكتب البريد,would you please direct me to the post office
هل لي أن أترك السيارة في المطار,may i leave the car in the airport
هل لي أن أتكلم مع المدير,may i speak to the manager
هل لي أن أدعوك,may i treat you
هل لي أن أسأل من المتصل,may i ask who's calling
هل لي أن أقدم لك مشروبا,may i offer you a drink
هل لي بالفاتورة,may i have the bill
هل لي بدقيقة من وقتك,may i bother you for a moment
هل لي بزوج من الجوارب,may i have a pair of stockings
هل لي بزوج من الجوارب القصيرة,may i have a pair of socks
هل لي بقائمة الطعام وقائمة النبيذ من فضلك,May I have the menu and the wine list4åá áí ÈÞÇÆãÉ ÇáØÚÇã æÞÇÆãÉ ÇáäÈíÐ ãä ÝÖáß (please?)
هل لي بمزيد من الجوز,can i have more nuts
هل لي بمشروب آخر,can i have another drink
هل لي في استعمال حمامك,may i use your bathroom
هل لي في زجاجة بيرة,may i have a bottle of beer
هل لي في قنينة بيرة,may i have a carafe of beer
هل لي في كأس من البيرة,may i have a glass of beer
هل لي في نصف لتر من البيرة,may i have a pint of beer
هل لي في هذه الرقصة من فضلك,May I have this dance&åá áí Ýí åÐå ÇáÑÞÕÉ ãä ÝÖáß (please?)
هل ما زالت هناك مقاعد شاغرة لهذه الليلة,are there any seats left for tonight
هل مسموح لي بالنهوض من السرير,am i allowed to get out of bed
هل مطلوب ارتداء ثوب السهرة,is evening dress required
هل معك جريدة إنجليزية,do you have an english newspaper
هل معك خريطة طريق,Do you have a roadmap
هل معك كتيب إرشادات بالإنجليزية,do you have a guidebook in english
هل من الضروري دفع ضمانة مالية,is it necessary to put down a deposit
هل من الممكن أن آخذ دروسا,can i take lessons
هل من الممكن أن أتذوق قليلا,may i taste a little
هل من الممكن أن تراجعها مرة أخرى,will you check it again
هل من الممكن أن تطيل هذا,can you lengthen this
هل من الممكن أن تقصر هذا,can you shorten this
هل من الممكن أن تلف لي هذا كهدية من فضلك,can you please gift wrap this for me
هل من الممكن إجراء خصم نقدي,is a cash discount possible
هل من الممكن الشراء بالتقسيط,is an installment purchase possible
هل من الممكن تأجير جاراج,is it possible to rent a garage
هل من الممكن تأجير مضراب تنس,is it possible to rent a tennis racket
هل من الممكن لي التدخين,may i smoke
هل نحتاج إلى أن نكون أعضاء,do we need to be members
هل نحتاج إلى الحجز,do we need to make a reservation
هل نستطيع أن نخيم هنا,may we camp out here
هل نستطيع إلقاء نظرة,can we look around
هل نستطيع تسوية المسألة فيما بيننا,can we settle the matter between ourselves
هل نستطيع قضاء الليلة هنا,can we spend the night here
هل هذا القطار مباشر,is this a direct train
هل هذا المقعد مشغول,is this seat occupied
هل هذا النبيذ جاف,is this wine dry
هل هذا النبيذ حلو,is this wine sweet
هل هذا بلاتين,is this platinum
هل هذا جلد طبيعي,is this genuine leather
هل هذا ذهب,is this gold
هل هذا صلب لا يصدأ,is this stainless steel
هل هذا غال,is this expensive
هل هذا فضة,is this silver
هل هذا قطار سريع أو محلي,is this an express or a local train
هل هذا من الألياف الصناعية الخالصة,is it pure synthetic
هل هذا من الحرير الخالص,is it pure silk
هل هذا من الصوف الخالص,is it pure wool
هل هذا من القطن الخالص,is it pure cotton
هل هذا هو الباص المتجه إلى وارسو,is this the bus to warsaw
هل هذا هو الطريق إلى ...,Is this the road to ...
هل هذا هو القطار المتجه إلى باريس,is this the train to paris
هل هذا هو جدول المواعيد الحالي للباص,is this the current bus schedule
هل هذه أول مرة يقدم فيها هذا العرض,is this show a first run
هل هذه التماثيل الصغيرة ضعيفة جدا,are these figures very fragile
هل هذه بلورات,are these crystals
هل هذه رحلة طيران بدون توقف,Is that a non stop flight
هل هذه رحلة طيران مباشرة,is that a direct flight
هل هناك أسعار خاصة بعطلات الأسبوع,are there special weekend rates
هل هناك أي بريد لي,is there any mail for me
هل هناك أي تأخير,are there any delays
هل هناك أي شهود,are there any witnesses
هل هناك حمامات مزودة بكبائن استحمام,are there bathrooms equipped with shower cabins
هل هناك حمامات مزودة بمجففات للشعر,are there bathrooms equipped with hair dryers
هل هناك رسالة تلفونية لي,is there a telephone message for me
هل هناك سعر خاص للمجموعات,is there a group rate
هل هناك شيئ مميز تود رؤيته,is there anything special you'd like to see
هل هناك قيمة الدخول,is there a cover charge
هل هناك مصابون,is anyone hurt
هل هناك وقود بالسيارة,does the car have gas
هل هو أمر ملح,is it urgent
هل هو خطير,is it dangerous
هل هو خفيف,is it light
هل هو ساخن,is it hot
هل هو غال,is it expensive
هل هو لذيذ,is it tasty
هل هو متوفر بحجم أصغر,is it available in a smaller size
هل هو مشبع,is it filling
هل هو معد,is it contagious
هل هو مناسب للأطفال,is it suitable for children
هل هي صناعة يدوية,is it handmade
هل وجدت شيئا يعجبك,did you find something you like
هل يأتي مصحوبا بالتعليمات,does it come with instructions
هل يبعد عن هنا,is it far from here
هل يتضمن السعر ضريبة المبيعات,does the price include sales tax
هل يتوجب علي أن أغير القطارات,do i have to change trains
هل يتوجب علي دفع أجرة إضافية لحقائبي,do i have to pay extra for my baggage
هل يتوجب علي دفع جمارك على البضائع التي اشتريتها هنا,do i have to pay duty on the goods i bought here
هل يتوقف القطار في الطريق,does the train make any stops on the way
هل يجب أن نحجز,do we have to make a reservation
هل يجب طهيه,does it need to be cooked
هل يجب علي أن أدفع مقابلا لإيقاف السيارة هنا,must i pay to park here
هل يجب علي إحضار مضرابي,do i have to bring my own racket
هل يحرق,does it burn
هل يذهب هذا الباص إلى هناك,does this bus go there
هل يذهب هذا القطار إلى ذلك المكان,does this train go to that place
هل يزن أكثر من المسموح,does this weigh too much
هل يستحق الآمر عناء الإصلاح,is it worth repairing
هل يشمل السعر التأمين,does the price include insurance
هل يشمل السعر رسم السفر بالميل,does the price include mileage
هل يعرض التلفزيون برامج جيدة الليلة,are there any good programs on tv tonight
هل يغطي التأمين قيمة الإصلاحات,are the repairs covered by my insurance
هل يمكن أن أحصل على شنطة من فضلك,Can I have a bag+åá íãßä Ãä ÃÍÕá Úáì ÔäØÉ ãä ÝÖáß (please?)
هل يمكن أن أساعدك,may i help you
هل يمكن أن تثمن لي هذه من فضلك,could you please give me an appraisal for this
هل يمكن أن تضمن بعض العملات الصغيرة أيضا,could you include some small change too
هل يمكن غسله باليد,is it hand washable
هل يمكن غسله في الغسالة,is it machine washable
هل يمكنك أن تدلني على قمرتي من فضلك,would you please show me to my cabin
هل يمكنك أن ترني بعضا من الأدوات الموسيقية,would you show me some musical instruments
هل يمكنك أن ترني بعضا من الخزفيات,would you show me some ceramics
هل يمكنك أن ترني بعضا من الخمور,would you show me some liqueurs
هل يمكنك أن ترني بعضا من الدنتلة,would you show me some lace
هل يمكنك أن ترني بعضا من الصور,would you show me some pictures
هل يمكنك أن ترني بعضا من العطور,would you show me some perfumes
هل يمكنك أن ترني بعضا من المجوهرات,would you show me some jewelry
هل يمكنك أن ترني بعضا من الملصقات,would you show me some posters
هل يمكنك أن ترني بعضا من المنتجات الجلدية,would you show me some leather goods
هل يمكنك أن ترني بعضا من مغناطيس الثلاجة,would you show me some fridge magnets
هل يمكنك أن ترني بعضا من ميداليات المفاتيح,would you show me some key rings
هل يمكنك أن تعيد خياطته,can you sew it back on
هل يمكنك أن تنصحني ببار جيد,can you recommend a good bar
هل يمكنك أن تنصحني بمشاهدة أوبرا,can you recommend an opera
هل يمكنك أن تنصحني بمشاهدة باليه,can you recommend a ballet
هل يمكنك أن تنصحني بمشاهدة حفل موسيقي,can you recommend a concert
هل يمكنك أن تنصحني بمشاهدة فيلم,can you recommend a movie
هل يمكنك أن تنصحني بمطعم جيد,can you recommend a good restaurant
هل يمكنك أن تنصحني بمكان جيد للأكل,can you recommend a good place to eat
هل يمكنك أن توصي بفندق آخر,can you recommend another hotel
هل يمكنك إرسال مقطورة السحب للتصليح,can you send a tow truck
هل يمكنك إرسال ميكانيكي,can you send a mechanic
هل يمكنك إضافة بعض اللون,could you add some color
هل يمكنك الانتظار,can you wait
هل يمكنك التخلص من هذه البقعة,can you get this stain out
هل يمكنك طلب مقاسي,can you order my size for me
هل يمكنك مد يد المساعدة,can you give me a hand
هل يمكنك مساعدتي من فضلك,could you please help me
هل يمكننا التسوق في المطار,can we do some shopping in the airport
هل يمكنني التوقف هنا,can i park here
هل يمكنني الدفع بالدولار,can i pay in dollars
هل يمكنني الدفع بالشيكات السياحية,can i pay in traveler's checks
هل يمكنني الدفع باليورو,can i pay in euros
هل يمكنني تأجير سيارة,can i rent a car
هل يمكنني تبادل المقاعد معك,could i change seats with you
هل يمكنني تناول الإفطار في غرفتي,can i have breakfast in my room
هل يمكنني حجز رحلة مواصلة في نفس اليوم,can i make a connection on the same day
هل يمكنني حجز غرفة في فندق هنا,can i reserve a hotel room here
هل يمكنني رؤية الفاتورة,could i see the bill
هل يمكنني غسل سيارتي,can i have the car washed
هل يمكنني فتح النافذة,may i open the window
هل يوجد أحد هنا يتكلم بالإنجليزية,does someone here speak english
هل يوجد إرشاد سمعي بالإنجليزية,is there an audioguide in english
هل يوجد بار تعري في البلدة,is there a striptease bar in the town
هل يوجد بار في البلدة,is there a bar in the town
هل يوجد بليارد,is there billiards
هل يوجد تخفيض لكبار السن,{n.} senior citizen discount
هل يوجد تخفيض للطلبة,is there a student discount
هل يوجد حمام سباحة في الهواء الطلق قريب من هنا,is there an outdoor pool nearby
هل يوجد دير في هذه البلدة,is there a monastery in this town
هل يوجد ديسكو في البلدة,is there a disco in the town
هل يوجد روليت,is there roulette
هل يوجد سعر مخفض,is there a reduced fare
هل يوجد ضمان,is there a guarantee
هل يوجد عندكم مكان لخيمة,do you have space for a tent
هل يوجد عندكم مكان لمقطورة,do you have space for a trailer
هل يوجد فندق آخر قريب من هنا,is there another hotel nearby
هل يوجد في الفندق بار,does the hotel have a bar
هل يوجد في الفندق تلفزيون كابلي,does the hotel have cable television
هل يوجد في الفندق جاراج,does the hotel have a garage
هل يوجد في الفندق حمام سباحة,does the hotel have a swimming pool
هل يوجد في الفندق محل تجميل,does the hotel have a beauty shop
هل يوجد في الفندق محل للمقتنيات التذكارية,does the hotel have a souvenir shop
هل يوجد في الفندق مطعم,does the hotel have a restaurant
هل يوجد كازينو في البلدة,is there a casino in the town
هل يوجد متجر متعدد الأقسام قريبا من هنا,is there a department store nearby
هل يوجد متنزه في هذه البلدة,is there a park in this town
هل يوجد محل أحذية قريبا من هنا,is there a shoe store nearby
هل يوجد محل أدوات رياضية قريبا من هنا,is there a sporting goods store nearby
هل يوجد محل سلع معفية من الضرائب قريبا من هنا,is there a tax free shop nearby
هل يوجد محل لبيع الكتب قريبا من هنا,is there a bookstore nearby
هل يوجد محل ملابس قريبا من هنا,is there a clothing store nearby
هل يوجد محل هدايا قريبا من هنا,is there a gift shop nearby
هل يوجد محول في غرفتي لماكينة حلاقتي الكهربائية,Is there an adaptor in my room for my electric shaver
هل يوجد مدخل للمعاقين,is there access for the disabled
هل يوجد مسرح في هذه البلدة,is there a theater in this town
هل يوجد مطعم إيطالي بالقرب من هنا,is there an italian restaurant nearby
هل يوجد مطعم صيني بالقرب من هنا,is there a chinese restaurant nearby
هل يوجد مطعم يقدم وجبات سريعة,is there a snack bar here
هل يوجد معرض فني في هذه البلدة,is there an art gallery in this town
هل يوجد مقبس في غرفتي لماكينة حلاقتي الكهربائية,is there a socket in my room for my electric shaver
هل يوجد مكان قريب من هنا يصلح للتخييم,is there a campsite nearby
هل يوجد موقف لسيارات الأجرة قريبا من هنا,is there a taxi stand nearby
هل يوجد نادي بولنغ في البلدة,is there a bowling club in the town
هل يوجد نادي ليلي في البلدة,is there a nightclub in the town
هل يوجد هنا في الموقع تسهيلات للطبخ,are there cooking facilities on site
هل يوجد هنا في الموقع تسهيلات للغسيل,are there laundry facilities on site
هل يوجد هنا في الموقع حمامات,are there showers on site
هل يوجد هنا في الموقع صفائح قمامة,are there trash cans on site
هل يوجد هنا في الموقع مخارج تيار كهربائي,are there electrical outlets on site
هل يوجد هنا محل يبيع أطعمة لذيذة,is there a delicatessen here
هل يوجد هنا مخبز,is there a bakery here
هل يوجد واحد أقل ثمنا,is there a less expensive one
هلا أحضرت لي من فضلك بطانية,would you please get me a blanket
هلا أحضرت لي من فضلك وسادة,would you please get me a pillow
هلا أرسلت هذا الخطاب بالبريد من فضلك,will you please mail this letter for me
هلا أسرعت من فضلك,would you please hurry
هلا إنتبهت إلى هذه البلوزات من فضلك,would you please be careful with these blouses
هلا بينت لي كيفية تشغيله,will you show me how to operate it
هلا ساعدتني,would you assist me
هلا شحنت لي البطارية من فضلك,would you please charge the battery
هلا غييرت لي بطارية ساعتي من فضلك,would you please change the battery in my watch
هلا كررت ذلك,could you repeat that
هلا نظفت لي ساعتي من فضلك,would you please clean my watch
هلاك,"{n.} bane, destruction, end, perdition"
هلاك متبادل,{adj.} internecine
هلال,"{n.} crescent, moon, new moon, quarter"
هلال أو جسم هلالي الشكل,{n.} meniscus
هلال القمر,{n.} crescent
هلالي,"{adj.} lunar, lunate"
هلالي الشكل,{adj.} crescent
هلام,"{n.} gelatine, jelly"
هلامي,"{adj.} gelatinous, jellied"
هلب شعرة قاسية,{n.} seta
هلبوت سمك,{n.} halibut
هلبي,{adj.} bristly
هلع,"{n.} phobia, panic, scare, terror"
هلع,{v.} awe
هلع الماء,{n.} hydrophobia
هلع المرتفعات,{n.} acrophobia
هلك,"{v.} damn, perish"
هلك القسم الأعظم,{v.} decimate
هلل,"{v.} acclaim, cheer, praise"
هللويا,{interj.} halleluiah
هللويا الشكر لله,{n.} hallelujah
هلم,{v.} jellify
هلهل,"{v.} loose, loosen"
هلهلة,{n.} flimsiness
هلوسة,{n.} hallucination
هلوع,{v.} seize panic
هلوق البحر,{n.} scorpionfish
هليكوبتر,"{n.} helicopter, chopper"
هم,"{n.} worry, care, concern, solicitude, trouble"
هم,"{pron.} they, them, their, those"
هم,"{v.} care, concern, matter, reck"
همام,{adj.} gallant
همبورغر,{n.} hamburger
همة,"{n.} intention, endeavor, vim, mettle, endeavour"
همجي,"{adj.} savage, barbarian, barbaric, barbarous, uncivilised, uncivil, wild, bestial, ruffian, ruffianly, undisciplined, outlandish"
همجي,"{n.} heathen, hooligan, skinhead"
همجية,"{n.} savagery, barbarity, wildness"
همد,"{v.} deactivate, subside"
همز,"{n.} prod, spur"
همز,"{v.} goad, prod"
همس,"{n.} whispering, whisper, susurration"
همس,"{v.} buzz, hiss, murmur, breath heavily, speak, susurrate, whisper"
همسة,"{n.} whisper, hiss, sizzle, breeze"
همش,{v.} margin
همهم,"{v.} hum, mutter, repine, sough"
همهمات سخرية,{n.} groan
همهمة,"{n.} hum, murmur, rumble"
هموجلوبين بروتين,"{n.} haemoglobin, hemoglobin"
همود,"{n.} extinction, subsidence, inaction, inertia, inertness, dormancy"
هن,"{pron.} they, them, their, those, this"
هنأ,"{v.} compliment, congratulate, felicitate, pat"
هنا,"{adv.} here, herein, hither, thither"
هنا و الآن,{interj.} here and now
هنا وهناك,"{adv.} here and there, hither and thither, around"
هنا وهنالك,{adv.} thither
هناء,"{n.} bliss, felicity, happiness"
هناك,"{adv.} there, thither, yon, yonder"
هناك حادثة أمامنا.,There's an accident up ahead.
هناك حجز باسمي واسم عائلتي.,Reservations have been made for me and my family.
هناك عطل في الغسالة الأوتوماتيكية.,The washing machine is broken.
هناك عطل في الغلاية.,The boiler is broken.
هناك عطل في القدر.,The kettle is broken.
هناك عطل في المجمدة.,The freezer is broken.
هناك عطل في المصباح.,The lamp is broken.
هناك عطل ما في الإشعال.,There is something wrong with the ignition.
هناك عطل ما في التروس.,There is something wrong with the gears.
هناك عطل ما في الضوء الوامض.,There is something wrong with the blinker.
هناك عطل ما في المروحة.,There is something wrong with the fan.
هناك عطل ما في دورة الكهرباء.,There is something wrong with the electrical system.
هناك عطل ما في ذراع نقل السرعات.,There is something wrong with the gearshift.
هناك عطل ما في سير المروحة.,There is something wrong with the fan belt.
هناك عطل ما في ضغط الزيت.,There is something wrong with the oil pressure.
هناك عطل ما في مبديء الحركة.,There is something wrong with the starter.
هناك عطل ما في مجموعة نقل الحركة.,There is something wrong with the transmission.
هناك عطل ما في مضخة الوقود.,There is something wrong with the fuel pump.
هناك عطل ما في مقبض الباب.,There is something wrong with the door handle.
هنالك,"{adv.} there, yon, yonder"
هنالك,there is
هنالك أيضا ملاحظتين,{adv.} further
هندبا برية,{n.} succory
هندسة,{n.} engineering
هندسة ديكور,"{n.} interior decoration, interior design"
هندسة زراعية,{n.} agronomy
هندسة معمارية,{n.} architecture
هندسي,"{adj.} geometric, geometrical"
هندم,{v.} pep up
هندوسي ديانة,{adj.} Hindu
هندي,{adj.} Indian
هندي أحمر,"{n.} Red Indian, buck, fox, digger"
هندي أحمر من أميركة الجنوبية,{adj.} American
هندي الجزر,{adj.} Indian
هندي من الهند,{adj.} Indian
هنرى وحدة المحاثة الكهربائية,{n.} Henry
هنغاري,{adj.} Hungarian
هنغاري,{n.} Hungarian
هنغاريا,{n.} Hungary
هنيئا لك,{adv.} it's all to the good
هنيهة,{adv.} awhile
هو,"{pron.} he, it, this, its"
هو فاقد الوعي.,He is unconscious.
هو لا يعمل جيدا.,It doesn't work well.
هو نفسه,{pron.} himself
هو يضخم كل شئ,he makes things hum
هو يعرف أحسن من ذلك,he knows better
هو ينزف.,He's bleeding.
هوأن,{n.} ignominy
هواء,"{n.} air, poppycock"
هواء بارد,{n.} cool air
هواء بارد مع رطوبة,{n.} weather
هواء طلق,{n.} open-air
هواء مضغوط,"{n.} air, windiness"
هواء ملوث,{n.} greasy weather
هوائي,"{adj.} airy, aerial, aeriform, pneumatic, overhead"
هواة الطيور,{n.} bird fancier
هوادة,"{n.} leniency, clemency, forbearance, lenience"
هواس,{n.} psychosis
هوام حشرات طفيلية,{n.} vermin
هوامي المنشا,{adj.} verminous
هوان,{n.} shame
هواية,"{n.} hobby, avocation, fad, fancy"
هواية جمع الطوابع,{n.} stamp collecting
هوة,"{n.} chasm, maw, pit"
هوت دوج,{n.} hot dog
هوجاء,"{n.} cyclone, tornado, hurricane"
هودج,{n.} howdah
هور بحيرة ضحلة,{n.} lagoon
هورمون مادة تفرزها الغدد,{n.} hormone
هوس,"{n.} mania, quirk"
هوس,{v.} lock
هوس الاحراق,{n.} pyromania
هوس السرقة,{n.} kleptomania
هوسي,{adj.} manic
هوك نبيذ,{n.} hock
هوكي إسم لعبة,{n.} hockey
هول,"{v.} dramatize, sensationalize"
هول خطر,{n.} wickedness
هول على,{v.} intimidate
هولندي,{adj.} Dutch
هولي,{adj.} monstrous
هوميري منسوب لهوميروس الش,{adj.} Homeric
هون المصيبة,gild the pill
هوى,"{n.} passion, sentiment, whim, vagary, freak, fantasy, inclination, phantasy"
هوى,"{v.} aerate, air, fan, love"
هوى حجرة,{v.} ventilate
هوى مفاجئ,{n.} caprice
هوية,{n.} identity
هوية ذاتية,"{n.} identity, personality"
هويس,{n.} lock
هويس القناة,{n.} sluice
هوينا,"{n.} slowness, leisure"
هي,{adj.} these
هي,"{pron.} she, it, its"
هي مصابة بجروح خطيرة.,She is seriously injured.
هيأ,"{v.} gear, fix, get, adapt, make, arm, dress, predestine, prepare, ready"
هيأ الشىء مبكرا,{v.} prearrange
هيأ المائدة,{v.} set
هيئة,"{n.} organization, staff, aspect, make, organism, shape, form, feature, face, body, framework, guise, touch, appearance"
هيئة,{v.} cast
هيئة الإدارة,{n.} management
هيئة التحرير,{n.} staffer
هيئة المحلفين,{n.} jury
هيئة تشريعية,{n.} legislature
هيئة رفيعة,{n.} poise
هيئة كهنوت منظمة,{n.} hierarchy
هيئة من الممثلين الديبلوماسين,{n.} embassy
هيا,"{interj.} come on, tut tut"
هيا لنلعب زوجين.,Let's play doubles.
هياب,{adj.} timorous
هياج,"{n.} agitation, excitement, excitation, restlessness, commotion, flutter, roughness, ruction, shindy, eruption, flop"
هيام,"{n.} ardent love, adoration, passion, panic"
هيبة,"{n.} prestige, status"
هيج,"{v.} tease, agitate"
هيج حمس,{v.} electrify
هيجان,"{n.} upheaval, eruption, outburst, bustling, seethe"
هيدرات,{n.} hydrate
هيدراتية,{n.} hydration
هيدروجين,{n.} hydrogen
هيدروجيني,{adj.} hydrogenous
هيدرودينامي,{adj.} hydrodynamic
هيدروستاتى متعلق بتوازن الموائع,{adj.} hydrostatic
هيدروليات,{n.} hydraulics
هيدروليكي,{adj.} hydraulic
هيروغليفي,{adj.} hieroglyphic
هيرى من الهيروغليفية,{adj.} hieratic
هيضي متعلق بالكوليرا,{adj.} choleraic
هيغلي,{adj.} Hegelian
هيفاء,"{adj.} slender, svelte"
هيكل,"{n.} frame, framework, framing, carcass, structure, shell, armature, body, sanctuary, temple, altar"
هيكل الباب,{n.} door frame
هيكل السرج,{n.} tree
هيكل السرير,{n.} bedstead
هيكل السفينة,{n.} hull
