Word,Meaning
shoot a line,"تبجح, تفاخر"
shoot ahead,"تقدم, إخترق الى الأمام"
shoot one's mouth off,{v} ثرثر
shoot out,خرج مسرعا
shoot up,"إرتفع بصورة جنونية, تدفق, نما بسرعة, أرهب"
shooter,"{n} رام, صياد, بندقية, مسدس"
shooters,{n} الرماة
shooting,"{n} رماية, صيد, إطلاق نار, قنص"
shooting star,"شهاب, الشهاب عشب أمريكي, نيزك"
shop,"{n} متجر, دكان, حانوت, دكان صغير, مختبر مدرسي مجهز تكنولجيا, مؤسسة تجارية, ورشة"
shop,"{v} تسوق, تبضع, تجول في السوق"
shop around,{v} قارن الأسعار
shop assistant,عامل بمتجر
shopfront,{n} واجهة المتجر
shopgirl,{n} فتاة المتجر
shopkeeper,"{n} بقال, تاجر, صاحب المتجر"
shoplift,{v} سرق السلع من المتجر
shoplifter,"{n} سارق المعروضات, مزخرف الدكان"
shopper,"{n} المتسوق, زبون, مشتر"
shopping,{n} التسوق
shopping bag,"سلة التسوق, مقطف التسوق, كيس التسوق"
shopping center,"مركز تسوق, مركز تجاري, مول"
shopping mall,{n} مركز تجاري
shopwindow,"{n} واجهة العرض, فاترينا"
shore,"{n} شاطئ, ساحل, دعم, سند, ضفة, دعامة"
shore,"{v} دعم, سند"
shorn,{adj} قص
short,"{n} افتقار, سروال قصير, قصر كهربائي, نفاية"
short,"{adj} قصير, موجز, هزيل, قصير الأجل, هش, فظ, غير مكتمل, غير كافئ, صغير, شىء قصير, مقتضب"
short,"{adv} باختصار, فجأة"
short,"{v} قطع الحديث, توقف فجأة, غش"
short acting,{adj} سريع المفعول
short circuit,"دائرة فصيرة, إنقطاع التيار"
short drink,"{n} فاتحات الشهية, مشروب مشهي, شراب سريع"
short haired,قصير الشعر
short handed,"{adj} نقص في العاملين, نقص في الأيدى العاملة"
short list,"قائمة مرشحين نهائية, قائمة غير مطولة"
short lived,"قصير الأجل, قصير العمر"
short memoir,{n} مذكرات قصيرة
short notes,{n} رؤوس أقلام
short order service,{n} الوجبات السريعة
short range,قصير المدى
short sight,قصر النظر
short sighted,"قصير النظر, قصير البصر, متسم بقلة التمييز, متسم بقصر النظر"
short sleeve,كم قصير
short sleeved shirt,{n} قميص بكم قصير
short stay,{n} لفترة قصيرة
short story,"خبر, قصة قصيرة"
short tempered,سريع الغضب
short term,قصير الأجل
short time,لحظة
short wave,موجة قصيرة>
short way off,{adv} طريق مختصرة ل
shortage,"{n} عجز, نقص, قلة, عدم كفاية"
shortbread,{n} كعكة الغريبة
shortcoming,"{n} نقص, عيب, موطن ضعف, غضاضة"
shortcut,{adj} طريق مختصرة
shorten,"{v} قصر, خفض, أضعف, اختصر, جعله هشا, تقاصر"
shortened,"{adj} مختصر, قصير, هش"
shortening,"{n} تقصير, دهن, زبدة, تقصير خد"
shorthand,{n} اختزال
shortish,{adj} قصير قليلا
shortly,"{adv} قريبا, باختصار, بفظاعة, بخشونة, حالا"
shortness,{n} قصر
shorts,"{n} سروال قصير, شورت, سراويل"
shot,"{n} طلقة نارية, طلقة, إطلاق نار, لغم, لقطة, صورة, دمية, حقنة, عيار ناري, إطلاق, مبلغ متوجب دفعه, الصياد, محاولة, تجربة, طلقة إنذار, جرعة من مسكر, ضربة, جرعة خمر"
shot,"{adj} تالف, سيئ"
shot out,{v} فجر
shot put,رمي الكرة الحديدية
shotgun,{n} بندقية الصيد
shotgun marriage,زواج قسري
should,"{v} وجب أن أراها, وجب"
should i go straight,هل أذهب مباشرة
should i return the car with a full tank,هل علي إعادة السيارة مملوءة بالوقود
shoulder,"{n} كتف, عاتق, كتف لبجبل, هامش الطريق, حافة الطريق, جانب الخط الحديدي, ممر جانبي"
shoulder,"{v} تقع على عاتقه, ساعد, تحمل عبء, واجه, دفع بكتفه"
shoulder blade,العظم الكتفي
shoulder strap,"حمالة الكتف, الكتفية شريط كتفية"
shoulder to shoulder,تكاتف
shoulders,{n} أكتاف
shout,"{n} صرخة, صيحة, انفجار"
shout,"{v} صرخ, صاح, نادى على, سأل, نادى بسخرية, عج"
shouting,"{n} لغط, صياح, ضوضاء, إرتفاع الصوت"
shove,{n} دفع
shove,"{v} دفع, دفع بقوة, غرز, حشر, صد, كره, إنطلق شاقا طريقه, ضغط"
shove away,{v} دفعه جانبا
shove off,انطلق
shove on,{v} ارتدى
shovel,"{n} مسحاة, مجرفة, رفش, جاروف, مغرفة"
shovel,"{v} سحا, رفش, جرف, غرف, جوف, التهم"
shoveller,{n} جارف
show,"{n} مسرحية, حفلة ساهرة, برنامج منوعات, معرض, صالون عرض, عرض, مظهر خارجي, مشهد, تفاخر, مظهر, مظهر خادع, حظ, فرصة, إظهار, شهادة, حفلة"
show,"{v} قدم, عرض, ظهر, برهن, بين, أشار, قاد, أعلن, أكد, طهر, مثل, أدى دورا, تظاهر, استعرض"
show a leg,قام
show ability,"{v} تظاهر بالقدرة, شمر عن ساعديه"
show around,{v} زار
show biz,"عالم المال و الأعمال, عالم المشاهير>"
show cause,علل
show favor,حابى
show in,أدخل
show of hands,{n} تصويت برفع الايدي
show of strength,{n} إستعراض القوة
show off,"تفاخر, تباه, تباهى"
show one's hand,كشف أوراقه
show one's true colors,ظهره على حقيقته
show out,"قاد, رافقه الى الباب, إصطحبه ل"
show round,زار
show up,"وصل, كشف, وبخ, ظهر, برز, أربك, فضح, استنكر, حفر ويخرج الحفر"
showdown,"{n} المكاشفة الكشف عن الأوراق, برهان القوة, كشف الأوراق, مواجهة حاسمة"
shower,"{n} وابل المطر, دش, حمام, غيث, شرذمة, انهيار, عصابة, حفلة تقام لفتاة على وشك الزواج, أمطار متفرقة"
shower,"{v} إغتسل بالدش, استحم, تمطر, ترسل السماء وابلا, غدق على"
showgirl,{n} فتاة إستعراض
showing,"{n} عرض مسرحي, معرض, مظهر, نتيجة في مباراة, أداء"
shown,{adj} معروض
showy,"{adj} رائع, مبهرج, لامع, تفاخري, صارخ"
shrapnel,"{n} شظايا, قنبلة شظايا"
shred,"{n} خرقة, مزقة, ذرة, قطعة أرض"
shred,"{v} مزق, مزق إربا, مزق إربا إربا, أبلى ثوبا"
shredded,{adj} ممزق
shredding,{n} تمزيق
shrew,"{n} الزبابة حيوان يشبه الفأر, إمرأة سليطة"
shrewd,"{adj} بارع فى كل الصنع, داهية, ماهر, فطن, متبصر, قارس, عنيف, حصيف"
shrewdness,"{n} فطنة, ذكاء, نباهة, تبصر"
shrewish,"{adj} سئ الطبع, شكس"
shriek,"{n} صرخة, صرخة ذعر"
shriek,"{v} صرخ, زعق, صاح بصوت عالي, أطلق صيحة"
shrieking,{n} صياح
shrift,"{v} طرد, تخلى, صرف"
shrift,"{n} اعتراف, حل من الإثم"
shrike,{n} النهس
shrill,"{n} صيحة صاخبة, زغردة"
shrill,"{v} صاح بقوة, دوى"
shrill,"{adj} حاد, صاخب, وهاج, شديد"
shrimp,"{n} برغوث البحر, قريدس سمك, الإربيان أو الروبيان سمك, جمبري, قريدس"
shrimp,{v} صاد القريدس
shrimp cocktail,{n} كوكتيل الجمبري
shrine,"{n} مقام مزار, مزار, ضريح مقدس, موضع مقدس, مكان عالي, ضريح, قبر"
shrink,"{n} انكماش, انقباض"
shrink,"{v} انكمش, انقبض, تقلص, صغر, ضيق, ارتد, تملص, كمش"
shrink from smth,{v} إنكمش من
shrinkage,"{n} انكماش, انقباض, تقلص, تضاؤل"
shrinking,"{adj} خجول, خواف"
shrinking,{n} انقباض
shrivel,"{v} تقلص, تغضن, اخشوشن, تصلب, وهن, تجعد, ذبل"
shrivelled,"{adj} ذابل, واهن, مسحوق"
shroud,"{n} كفن, غطاء, علاقة"
shroud,"{v} كفن, غلف"
shrouding,{n} تكفين
shrove tuesday,{n} ثلاثاء المرافع
shrovetide,{n} أيام المرافع
shrub,"{n} شجيرة, جنبة"
shrubbery,{n} شجيرات
shrubby,{adj} مجنب كثير الشجيرات
shrug,{n} رفع الكتفين
shrug,"{v} هز كتفيه, استهجن"
shrunken,"{adj} مقلص, متقلص, منكمش"
shuck,"{n} قشرة, قشرة الثمرة"
shuck,{v} قشر
shudder,"{n} قشعريرة, رعشة, ارتجاف, اهتزاز, ارتجاج, رجفان"
shudder,"{v} ارتعد, ارتجف, اهتز, ارتعش"
shuddering,{adj} مرتعد
shuffle,"{n} صوت جرجرة الأرجل, خلط ورق اللعب, تعديل في المناصب الوزارية, لعبة قذف الحلقات"
shuffle,"{v} خلط ورق اللعب, جر قدميه, عدل, خلط, نظم, لخبط, تجنب, مشى متثاقلا"
shuffle off,"ألقى على, تملص"
shuffler,{n} الملخبط ورق اللعب
shun,"{v} اجتنب, هرب, تجنب, تهرب"
shunt,"{n} تحويلة السكة الحديد, مجزئ التيار الكهربي"
shunt,"{v} حول خطوط القطار, ناور, إنتقل إلى جانب, إنتقل القطار من إلى, ركن"
shunter,"{n} المحول عامل التحويل, قاطرة المناورة"
shunting,{n} مناورة التحويل
shunting operation,{n} عمليات السحب
shush,{v} أسكت
shush,"{interj} صه, اسكت"
shut,"{v} غلق الباب على أصبعه, غلق, غمض, قفل, سد, انسد, حبس, حجز"
shut,"{adj} مغلق, موصد"
shut down,"غلق, غلق الأبواب, قفل, غلق تماما, غلق بشكل عام, نزل زجاج النافذة, فلق نهائيا"
shut eye,"{n} رقاد, نوم"
shut in,"قعيد البيت, مغلق, متكتم"
shut off,"أوقف, طفا, توقف عن العمل"
shut out,"منعه من تسجيل هدف, قفل, استبعد, منعه من الدخول"
shut up,"أسكت, سكت, غلق جميع الأبواب, غلق كل شىء, صمت, أخرس"
shut your trap,"صه, إغلق فمك"
shutdown,{n} إغلاق
shutoff,"{n} موقف, أداة لقطع التيار الكهربائي أوتماتيكيا"
shutout,"{n} إغلاق, إنتصار ساحق"
shutter,"{n} مصراع النافذة, مصراع الكاميرا, قفل, مصراع"
shutter,"{v} فلق المتجر, قفل مصراع النافذة"
shutting,{n} إغلاق
shuttle,"{n} مكوك, وشيعة في مغزل, التوشع ذهاب و إياب مستمران"
shuttle,{v} سافر ذهابا وايابا
shuttle service,خدمة رجوع و عودة بدون دفع
shuttlecock,{n} الشطكوك لعبة
shy,"{n} إجفال, سخرية"
shy,"{v} جفل, عوزه كذا, تجنب"
shy,"{adj} خجل, خجول, جبان, حذر, منعزل, محتشم, بخيل, أخرق"
shyness,"{n} حياء, خجل, حذر, وحشية, ارتباك"
siamese,{n} اللغة السامية
siamese,"{adj} سيامي, سيامي من مملكة سيام, ملتصق, توائم سيامية"
siberia,{n} سيبيريا
siberian,{n} سيبيرية
siberian,{adj} سيبيري
sibilance,{n} صفير
sibilant,{adj} ذو صفير
sibling,"{n} أقرباء, نسيب"
siccative,{n} المجفف مادة
sick,"{adj} مرضي, به علة, مريض, مصاب, عليل, متخم حتى السأم, مغثي, متقزز, سقيم, غير صحي, شاحب, معتل"
sick call,زيارة المرضى في المنزل
sick leave,إجازة مرضية
sick list,مريض
sick note,{n} شهادة مرضية
sickbay,"{n} عيادة, مستشفى السفينة"
sickbed,{n} فراش المرض
sicken,"{v} مرض, غثى عليه, سئم, اشمأز, سقم"
sickening,"{adj} مقرف, مغث, مقزز للنفس, كريه"
sickle,"{n} منجل, المنجل ستة نجوم في برج الأسد"
sickliness,"{n} وهن, ضعف, شحوب, سقم"
sickly,"{adj} مريض, متوعك, سقيم, غير صحي, شاحب, منحرف الصحة, واهن, هزيل, غث, مغث, بائس"
sickness,"{n} مرض, غثيان, سقم, اعتلال"
side,"{n} خاصرة, جانب, ضلع, جهة, طرف, واجهة"
side,"{v} أيد, ناصر, وضعه جانبا"
side,"{adj} ثانوي, جانبي"
side by side,جنبا الى جنب
side dish,"طبق جانبي, توابل للنكهة, طلب جانبي"
side effect,"ظواهر مرافقة, مفعول جانبي"
side effects,{n} تأثيرات جانبية
side elevation,"تخطيط جانبي, رسم بياني جانبي"
side entrance,{n} مدخل جانبي
side face,{n} وجه جانبي
side glance,{n} نظرة جانبية
side issue,موضوع ثانوي
side judge,{n} مساعد القاضي
side kick,{n} صيديق
side meat,{n} صدر مشوي
side mirror,{n} المرآة الجانبية
side order,"{n} توابل للنكهة, طلب جانبي, طبق جانبي"
side road,{n} طريق جانبي
side street,زقاق
side with,أيد
sideboard,"{n} خوان, بوفيه, نضد المائدة"
sideburns,"{n} سالف الشعر, شاربان خديان قصيران"
sideline,{v} وضع في خط التماس
sideline,"{n} عمل إضافي, كواليس, خط جانبي, خط يعين نطاق اللعب"
sidelong,"{adj} مائل, جانبي, غير مباشر"
sideslip,{n} تنزلق السيارة
sideslip,{v} انزلق
sidesplitting,"{adj} مسلي, مضحك جدا"
sidestep,"{v} تحرك بخفة, تجنب, تهرب, لا يهتم"
sidetrack,{n} انحراف
sidetrack,"{v} انحرف, صرف شيئا عن غايته, إنحرف عن الموضوع"
sideview mirror,{n} المرآة الجانبية
sidewalk,"{n} رصيف, رصيف المشاة"
sideway,{adv} من الجنب
sideway,{adj} طريق جانبي
sideways,"{adv} بانحراف, من الجنب"
siding,"{n} مسار جانبي, كساء خارجي"
sidle,{n} مشية جانبية
sidle,"{v} مشى جانبا, مشى خفية"
sidy,{adj} جانبي
siege,"{n} حاصر مدينة, حصار, تواصل"
sienna,{n} إقامة متواصلة
siesta,"{n} قيلولة, قائلة قيلولة"
sieve,"{n} منخل, غربال, اللاكتوم للسر"
sieve,{v} نخل
sieving,{n} غربلة
sift,"{v} نخل, غربل, تخير, محص"
sifting,{n} غربلة
sigh,"{n} تنهد, تلهف, حسرة, تحسر, تفجع, تأوه, أنة"
sigh,"{v} تنهد, تنفس الصعداء, تلهف, تحسر على"
sigh deeply,{v} تنفس الصعداء
sighing,"{n} تأوه, تنهد, أنين"
sight,"{n} نظر, بصر, رؤية, مدى النظر, مشهد, بصيرة, علامة التسديد, مصوب, لمحة, تسديد, تصويب, نظارة طبية, مقدار كبير, النظرة الأولى"
sight,"{v} لمح, شاهد, رأى, صوب"
sightless,"{adj} أعمى, غير منظور"
sightly,"{adj} جميل, ممتع, رائع"
sightseeing,"{n} زيارة معالم المدينة, سياحة"
sightseeing bus,حافلة لمشاهدة معالم المدينة
sightseer,{n} المتفرج على معالم المدينة
sign,"{n} إشارة, إيماءة, سمة, علامة, لافتة, رمز, إعلان, شعار, لا فتة"
sign,"{v} وقع, أشار, ومأ, تعاقد مع, وقع عقد كذا, أوقف البث الإذاعي"
sign away,"ترك, تخلى"
sign off,"أوقف البث, ختم"
sign on,"وقع على, سجل"
sign up,وقع
signal,"{adj} بارز, رائع, إشارة"
signal,"{n} إشارة, مؤشر, لافتة, إشارة خطر, إشارات المرور"
signal,"{v} أشر, ومأ"
signal book,"دليل الإشارات العالمي, دليل الإشارات"
signal corp,{n} وحدة الأشارة
signalize,"{v} أشر, أشار"
signaller,"{n} المؤشر على, المشير ل"
signalling,"{n} علم السفينة, إشارة الجندي, تأشير, إنذار, إرسال"
signalman,"{n} الملوح, عامل الإشارة"
signatory,"{n} موقع على معاهدة إلخ, موقع على إتفاقية"
signature,"{n} توقيع, شارة الملزمة, دليل المقام, شارة موسيقية"
signboard,"{n} لافتة, لوحة إعلانات, لافتة محل تجاري"
signet,"{n} طابع ختم, ختم"
signet ring,خاتم التوقيع
significance,"{n} ثقل, معنى, أهمية, مغزى ( القصة إلخ ), مدلول, دلالة"
significant,"{adj} خطير, جليل, ذو مغزى, هام, معبر, معتبر, بليغ, ذو أهمية"
significantly,{adv} بدون خطورة
signification,"{n} مضمون, مغزى, تعبير عن المراد"
significative,{adj} ذو معنى
signify,"{v} أفاد, دل, عبر, مهم, عنى"
signing up,"توقيع, انتقال"
signpost,"{n} عمود الدلالة, شارة, علامة إرشاد"
silage,{n} علف مخزون
silence,"{n} صمت, سكوت, هدوء, استراحة, الصمت"
silence,"{v} أسكت, خرس, صمت لمدة دقيقة, عانى في صمت"
silenced,"{adj} صامت, ساكت"
silencer,"{n} خافض الصوت, كاتم الصوت, المسكت, مخمد الصوت"
silencing,{n} شلل
silent,"{n} صامت, سكوت"
silent,"{adj} صامت, ساكت, أخرس, قليل الكلام, خامد, غير ملفوظ"
silent partner,"شريك, شريك يدفع رأس المال, الشريك الصامت"
silently,"{adv} بصمت, في صمت, بدون إزعاج"
silhouette,"{n} رسم بياني, خيال"
silhouette,{v} رسم صورة ظلية
silica,{n} السليكا ثاني أكسيد الكربون
silicate,{n} السليكات
siliceous,{adj} سليكوني
silicic,{adj} سليكي
silicon,{n} عنصر السليكون
silk,"{n} حرير, ثوب حريري, خيوط تشبه الحرير"
silk,{adj} حريري
silk factory,{n} مصنع الحرير
silk garment,{n} ديباج
silk industry,{n} صناعة الحرير
silken,"{adj} حريراني, حريري, عذب, ناعم"
silkworm,{n} دودة القز
silky,"{adj} حريري, ناعم, عذب, حلو"
sill,"{n} حافة الشباك, عتبة الباب, عتبة"
silliness,"{n} سخافة, بلاهة, غباوة, حماقة, تفاهة"
silly,{n} شخص أحمق
silly,"{adj} تافه, بليد, فارغ, أبله, سخيف, ساذج, بسيط, مغفل, مضحك, بارد"
silo,"{n} صومعة, صومعة الفلال"
silt,"{n} وحل, طين, غرين, طمي"
silt,"{v} سد بالطمي, إمتلأ بالرمل"
silver,"{n} فضة, قطع نقدية, نقود, طبق فضي للمائدة"
silver,"{v} فضض, طلى بالفضة"
silver,"{adj} فضي, فضي الرنة"
silver medal,ميدالية فضية
silver plate,قشرة فضية
silvering,{n} تمويه
silversmith,{n} صائغ الفضة
silverware,"{n} آنية المائدة الفضية, فضيات"
silvery,"{adj} فضي, فضي الرنين"
simian,{n} قرد
simian,{adj} قردي
similar,{n} المثيل
similar,"{adj} متجانس, متساو, مشابه, مجانس, مماثل"
similarity,"{n} تشابه, شبه, مضارعة, تماثل"
simile,"{n} التشبيه في علم بلاغة, مقارنة"
similitude,"{n} الشبه طبق الأصل, شبه"
simmer,"{v} اضطرب, هدأ, غلى ببطء, طبخ بنار هادئة, اهتاج"
simony,{n} السيمونية شراء المنصب الكهنوتي
simoom,"{n} سموم, ريح السموم"
simoon,{n} سموم
simper,{n} إبتسامة متكلفة
simper,"{v} إبتسم بتكلف, تكلف الإبتسام"
simple,"{n} عقار نباتي بسيط, شخص أبله, نبتة طبية"
simple,"{adj} بسيط, عادي, مغفل, غير معقد, ساذج, سهل, وضيع المولد, جاهل, برئ"
simple fraction,كسر بسيط
simple hearted,صريح
simple interest,فائدة بسيطة
simple minded,"بسيط, مغفل, سريع التصديق"
simpleton,"{n} المغفل, ساذج, مغفل"
simplicity,"{n} بساطة, سذاجة"
simplification,"{n} تيسير, تبسيط, إيضاح"
simplified,"{adj} مبسط, ميسر"
simplify,"{v} بسط, يسر"
simply,"{adv} ببساطة, فقط, بكل بساطة, بوضوح, تماما"
simulate,"{v} تظاهر, قلد, حاكى"
simulated,"{adj} ملفق, كاذب, متصنع, صوري"
simulating,"{adj} زائف, مدع"
simulation,"{n} تظاهر, محاكاة, شىء زائف"
simulator,"{n} مدع, متظاهر, مزيف, المتظاهر ب"
simultaneous,"{adj} متزامن في وقت واحد, متواقت في وقت واحد, حادث في وقت واحد"
simultaneously,{adv} معا
sin,"{n} إثم, ذنب, معصية, سيئة, خطيئة"
sin,"{v} ذنب, أخطأ, أثم"
sinapism,{n} لصقة الخردل
since,"{adv} منذ ذلك الحين, منذ ذلك, منذ, في الماضي, بما إن"
since his childhood,{adv} منذ طفولته
since when,{pron} منذ متى
sincere,"{adj} مخلص, صادق, صحيح, صدوق, أصيل, صاف"
sincerely,"{adv} بإخلاص, بأمانة"
sincerity,"{n} إخلاص, حسن النية, صدق, أمانة"
sine,"{n} جيب, جيب الزاوية"
sine die,{adv} لإجل غير مسمي
sinecure,{n} الوظيفة العاطلة
sinew,{v} قوى
sinew,"{n} وتر, عضلات, عصب, بأس, قوة"
sinful,"{adj} مذنب, أثم, مخزي, نجس, قذر"
sinful person,"{adj} مذنب, أثم"
sing,"{v} نشد, غنى, شدا, غرد, نادى, أز, غنى أغنية, تجسس, وشى, دندن, غنى لينام طفل"
sing out,"تحدث, سمع, صاح"
sing sharp,غناء مجلجل
sing tenor,{v} صدح
singe,"{n} تصهيب, سفعة, حرق"
singe,"{v} سفع, أحرق"
singer,"{n} مغن, مطرب, طائر مغرد, منشد, الصادح من الرجال"
singing,"{n} غناء, تغنى, دندنة, صفير, الغناء"
singing,"{adj} مغرد, مغنى"
single,{n} بطاقة لإتجاه واحد
single,"{v} اختار, ميز"
single,"{adj} فذ, مفرد, منفرد, أعزب, وحيد, أحادي, فريد, فردي, عزوبي, فرد"
single handedly,"{adv} فرديا, من غير مساعدة, على نحو فردي"
single minded,عازم
single out,"ميز, انتقى"
single parent,{n} عاش مع احد الوالدين
single room,"غرفة منفردة, غرفة لشخص واحد"
singleness,{n} صلابة
singles,{n} المباراة الفردية
singlestick,{n} هراوة
singlet,{n} قميص تحتاني
singleton,"{n} الورقة المفردة, الوليد المفرد"
singly,"{adv} على إنفراد, كل على إنفراد, فرديا"
singsong,{adj} رخيم
singsong,{v} تحدث بصوت رخيم
singsong,{n} صوت رخيم
singular,"{n} صيغة المفرد, مفرد"
singular,"{adj} فذ, شاذ, شخصي, رائع, استثنائي, مفرد, فردي, فريد, غريب"
singularity,"{n} خصوصية, تميز, تفرد, وحدة, غرابة"
sinister,"{adj} شرير, ضحية, نحس, أيسر, واقع إلى اليسار, مشؤوم"
sink,"{n} مغسلة, جفنة, حوض, بالوعة, بؤرة فساد, غور منخفض, منخفض مسطح"
sink,"{v} غاص, غطس, غوص, غرق سفينة, فور, تدنى, غور, خسر, اخترق, استغرق, انهار, أضعف المعنويات, خفض, نزل, حطم, هزم, أطاح, غرق, أثر, حفر, سدد دين, سجل هدفا, دمر سمعته, نسى, اختفى, دخل, وظف مالا, غرز, أضعف, إستثمر أموالا"
sink a well,حفر بئرا
sink in,{v} غور
sinker,"{n} ثقالة, كعكة مقلية بالدهن"
sinking,"{n} غرق, نسف, غرق سفينة, إغراق, إنقباض الصدر, أفول, التهام"
sinner,"{n} الآثم مرتكب الذنب, شرير"
sinning,{adj} مذنب
sino,{n} صيني
sinologist,{n} عالم بالحضارة الصينية
sinology,{n} علم الحضارة الصينية
sinter,{v} لبد
sinter,"{n} تلبيد, صنع اللبد, لبدة"
sinuosity,"{n} تعرج, انعطاف, تمعج, شىء متعرج"
sinuous,"{adj} متعرج, متلو, متمعج, متموج الحاشية, غير مباشر"
sinus,"{n} تجويف, جيب"
sinusitis,"{n} إلتهاب الجيب, مصاب بإلتهاب الجيوب"
sip,"{n} رشفة, رشف"
sip,{v} رشف
siphon,"{n} مثعب, أنبوبة للري, سيفون, سحارة"
siphon,"{v} مص, اختلس, دخر, سيفن"
sippet,{n} كسرة من خبز
sir,"{n} سيد, سيدي, السير لقب إنجليزي"
sire,"{n} موجد, والد الفرس, مولى"
sire,"{v} نجب, ولد"
siren,"{n} إمرأة مغوية, إمرأة فاتنة, صفارة إنذار, السيرانة واحدة من مجموعة كائنات اسطورية, سمندر حيوان"
sirloin,{n} لحم الخاصرة
sirocco,{n} صبا ريح شرقية جافة
sisal,{n} السيزال ليف أبيض متين
siskin,{n} السسكن عصفور
sissified,{adj} جبان
sissy,"{n} مخنث, جبان"
sister,"{n} أخت, راهبة, شقيقة, ممرضة, امرأة, سيدة, آنسة"
sister,{adj} شقيقة
sister in law,"{n} أخت الزوج أو الزوجة, إمرأة الأخ"
sisterhood,"{n} الأختية, جماعة من الأخوات, تجمع نساء ديني"
sisterly,{adj} أختي خاص بالأخت
sisyphean,{adj} عبثا
sit,{n} احتضان
sit,"{v} قعد, جلس, قدم إمتحانا, إحتل مقعدا في هيئة, انعقد, تحضن الدجاجة للبيض, إتخذ وضعا أمام الرسام, بقي, نجح في إمتحان, حط, هبط الطائر, استقر, شارك في إجتماع, تعنى بالأطفال, إتسع ل, إمتطى صهوة الجواد, بدل"
sit back,"استلقى, لا يقوم بعمل"
sit down,"جلس, قعد"
sit in,"شارك, قام ب"
sit on the fence,بقي محايدا
sit tight,إمتنع عن إتخاذ خطوة
sit up,"انتصب, أطال السهر"
sitar,{n} السيتار آلة موسيقية
site,"{n} محل, مكان, مركز, موضع, موقع, ورشة البناء, أرض, مقام, ساحة, في الموقع"
site,"{v} إختار موقعا, وقع"
sitter,"{n} من تعنى بالأطفال, حاضنة, عارضة"
sitting,"{adj} في حالة إنعقاد, الحالي, راك, حاط"
sitting,"{n} حاضنة, جلسة محكمة, جلسة, حضن أنثى الطائر بيضها"
sitting pretty,متربعة على عرش الجمال
sitting room,"صالون, غرفة الضيوف"
situate,"{v} وضعه في مركز معين, عين موقعا"
situated,"{adj} قائم, كائن, في حالة معينة, واقع على"
situation,"{n} مركز, موضع, مقام, حال, ظرف, حالة, وضع, موقع, عمل, موقف"
six,{n} سادس
six o'clock,{n} الساعة السادسة
sixfold,"{adj} ست مرات أكثر, سداسي"
sixfold,{adv} أكبر بست مرات
sixteen,"{n} ستة عشرة, ست عشرة, فتاة في السادسة عشر من عمرها"
sixteenth,{adj} سادس عشر
sixth,{n} سادس
sixth,{adj} سادس
sixth sense,حاسة سادسة
sixthly,{adv} سادسا
sixtieth,{adj} ستون
sixty,{n} ستون
sixty odd,{adj} ستون ونيف
sizable,"{adj} كبير, ضخم, كبير الحجم, عظيم, مهم"
size,"{n} قياس, كمية, قدر, حجم, اتساع, مساحة, مقاس, حجم الرأس, مقاس الأحذية, مقاس الملابس, ضخامة, مبلغ, طلاء"
size,"{v} رتب حسب الحجم, طلى بالغراء"
size up,{v} خمن
sizzle,"{n} همسة, صرير, حفيف, أزيز, طشيش"
sizzle,"{v} أز, سلق بألسنة حداد, أحرق, خنق"
skald,{n} شاعر اسكندينافي
skat,{n} السكات ضرب من لعب الورق
skate,"{n} مزلج, الورنك سمك, السفن سمك مفلطح"
skate,{v} تزلج
skate on thin ice,"السير على خيط رفيع, اللعب على الحبلين"
skater,{n} متزلج
skating,"{n} تزلج, تزحلق على الجليد"
skating rink,مزلجة التزلج
skein,"{n} خصلة خيوط, شة خيوط"
skeletal,{adj} خاص بالهيكل العظمي
skeleton,"{n} هيكل عظمي, هيكل مبنى, شخص نحيل جدا, هيكل سفينة, مخطط بحث مؤلف"
skeleton crew,{n} طاقم السفينة
skeleton key,"مفتاح هيكلي لكل الأقفال, مفتاح يفتح كل الأبواب"
skeleton outline,{n} الخطوط العريضة
skeletonize,{v} أصبح هيكل
skeptic,{n} الشكوكي
skeptical,{adj} مرتاب
skerry,{n} النزاع للشك
sketch,"{n} مخطط, مسودة, مشهد مسرحي هزلي, رسم تصوير, سكتش, صورة وصفية أدبية, رسم تخطيطي"
sketch,"{v} صمم, رسم, وضع مخططا"
sketchy,"{adj} تمهيدي, سطحي, عام, غامض, غير مفصل, هزيل, ناقص, ضئيل"
skew,"{v} مال, شوه, انحرف, نظر شزرا, شوص"
skew,"{adj} منحرف, مائل"
skewer,"{n} سيخ, سفود"
skewer,"{v} شوى بالسيخ, كدى"
ski,"{n} زحلوقة, مزلج"
ski,"{v} تزلج, تزحلق"
skid,"{n} تزلق السيارات, انزلاق, قفاز السفينة, الكامحة أداة ضاغطة, الدحروجة لوح خشبي, مزلقة الطائرة"
skid,"{v} انزلق, سقط بسرعة أو قوة"
skier,{n} المتزحلق
skies,{n} السماوات
skiff,"{n} مركب شراعي صغير, قارب"
skiing,{n} التزحلق
skilful,"{adj} لبق, ماهر, بارع, حاذق, منجز بحذق, محنك, متقن"
skilfully,{adv} بإتقان
skill,"{n} لباقة, براعة, مهارة, موهبة, حزق"
skilled,"{adj} متمكن, صناع, ماهر, حاذق, خبير, بارع, البارع"
skillet,{n} مقلاة
skillful,"{adj} لبق, ماهر, بارع, حاذق, منجز بحذق, محنك, متقن"
skillfully,{adv} بإتقان
skillfulness,"{n} مهارة, براعة"
skim,{n} المقشود
